"335","being lain","being laid"
"336","being lead by","being led by"
"337","being loathe to","being loath to"
"338","being ran","being run"
"339","being rode","being ridden"
"340","being set-up","being set up"
"341","being setup","being set up"
"342","being show on","being shown on"
"343","being taking","""been taking, being taken"""
"344","below it's   "," below its"
"345","beneath it's   "," beneath its"
"346","beside it's  "," beside its"
"347","besides it's   "," besides its"
"348","better know as","better known as"
"349","better know for","better known for"
"350","better that","better than"
"351","better then","better than"
"352","between he and","between him and"
"353","between I and","between me and"
"354","between it's   "," between its"
"355","between she and","between her and"
"356","between they and","between them and"
"357","beyond it's  "," beyond its"
"358","""Bogota, Columbia ""","""Bogot"
"359","both it's  "," both its"
"360","both of it's   "," both of its"
"361","both of them is","both of them are"
"362","brake away","break away"
"363","breath fire","breathe fire"
"364","breathe a sign of relief","breathe a sigh of relief"
"365","brew haha","brouhaha"
"366","Brinsley Schwartz","Brinsley Schwarz"
"367","by fisherman","by fishermen"
"368","by it's  "," by its"
"369","by who's   "," by whose"
"370","can backup","can back up"
"371","can been","can be"
"372","can blackout","can black out"
"373","can breath","can breathe"
"374","can checkout","can check out"
"375","can playback","can play back"
"376","can setup","can set up"
"377","can tryout","can try out"
"378","can workout","can work out"
"379","can't breath   "," can't breathe"
"380","card shark","card sharp"
"381","chalk full","chock-full"
"382","chocked full","chock-full"
"383","chomping at the bit","champing at the bit"
"384","close proximity","""closeness, proximity"""
"385","commonly know as","commonly known as"
"386","commonly know for","commonly known for"
"387","comprise of","""comprise, consist of"""
"388","comprised almost entirely of","""composed almost entirely of, consisting almost entirely of"""
"389","comprised chiefly of","""composed chiefly of, comprised chiefly, consisting chiefly of"""
"390","comprised entirely of","""composed entirely of, consisting entirely of"""
"391","comprised exclusively of","""composed exclusively of, consisting exclusively of"""
"392","comprised generally of","""composed generally of, comprised generally, consisting generally of"""
"393","comprised largely of","""composed largely of, consisting largely of"""
"394","comprised mainly of","""composed mainly of, comprised mainly, consisting mainly of"""
"395","comprised mostly of","""composed mostly of, consisting mostly of"""
"396","comprised of","""composed of, comprised, consisting of"""
"397","comprised only of","""composed only of, comprised only, consisting only of"""
"398","comprised primarily of","composed primarily of"
"399","comprised principally of","composed principally of"
"400","comprised totally of","""composed totally of, comprised totally, consisting totally of"""
"401","comprised wholly of","""composed wholly of, consisting wholly of"""
"402","comprises entirely of","""comprises entirely, consists entirely of"""
"403","comprises exclusively of","""comprises exclusively, composed exclusively of"""
"404","comprises mainly of","""comprises mainly, consists mainly of"""
"405","comprises mostly of","""comprises mostly, consists mostly of"""
"406","comprises of","""comprises, consists of"""
"407","comprises only of","""comprises only, composed only of, consists only of"""
"408","comprising chiefly of","""comprising chiefly, consisting chiefly of"""
"409","comprising entirely of","""comprising entirely, consisting entirely of"""
"410","comprising exclusively of","""comprising exclusively, consisting exclusively of"""
"411","comprising generally of","""comprising generally, consisting generally of"""
"412","comprising largely of","""comprising largely, consisting largely of"""
"413","comprising mainly of","""comprising mainly, consisting mainly of"""
"414","comprising mostly of","""comprising mostly, consisting mostly of"""
"415","comprising of","""comprising, consisting of"""
"416","comprising only of","""comprising only, consisting only of"""
"417","comprising primarily of","""comprising primarily, consisting primarily of"""
"418","comprising principally of","""comprising principally, consisting principally of"""
"419","comprising totally of","""comprising totally, consisting totally of"""
"420","comprising wholly of","""comprising wholly, consisting wholly of"""
"421","constellation prize","consolation prize"
"422","constitutes of","""consists of, constitutes"""
"423","construction sight","construction site"
"424","contains of","""consists of, contains"""
"425","could backup","could back up"
"426","could breath","could breathe"
"427","could care less  "," couldn't care less"
"428","could of","could have"
"429","couldn't breath  "," couldn't breathe"
"430","daily regiment","daily regimen"
"431","DC current","""DC, direct current"""
"432","de factor","de facto"
"433","different tact","different tack"
"434","diffuse the situation","defuse the situation"
"435","diffuse the tension","defuse the tension"
"436","disc break","disc brake"
"437","dominate player","dominant player"
"438","dominate role","dominant role}"
"439","door jam","door jamb"
"440","down side","downside"
"441","drum breaks","drum brakes"
"442","due to the fact","because"
"443","during in","during"
"444","during it's  "," during its"
"445","during they're   "," during their"
"446","each alumni","each alumnus [singular]"
"447","each are","each is"
"448","each criteria","each criterion [singular]"
"449","each has their","each has its"
"450","each phenomena","each phenomenon [singular]"
"451","each vertebrae","each vertebra [singular]"
"452","easier then","easier than"
"453","egg yoke","egg yolk"
"454","either criteria","either criterion"
"455","either phenomena","either phenomenon"
"456","electrical current","electric current"
"457","eluded to","alluded to"
"458","en mass","en masse"
"459","even thought","even though"
"460","even tough","even though"
"461","eye brow","eyebrow"
"462","eye lash","eyelash"
"463","eye lid","eyelid"
"464","eye sight","eyesight"
"465","eye sore","eyesore"
"466","faired as well","fared as well"
"467","faired badly","fared badly"
"468","faired better","fared better"
"469","faired far","fared far"
"470","faired less","fared less"
"471","faired little","fared little"
"472","faired much","fared much"
"473","faired no better","fared no better"
"474","faired poorly","fared poorly"
"475","faired quite","fared quite"
"476","faired rather","fared rather"
"477","faired slightly","fared slightly"
"478","faired somewhat","fared somewhat"
"479","faired well","fared well"
"480","faired worse","fared worse"
"481","farther then","farther than"
"482","faster then","faster than"
"483","figure head","figurehead"
"484","first and foremost","""first, foremost"""
"485","First Word War","First World War"
"486","flag ship","flagship"
"487","flow of current","""current, flow of charge"""
"488","flow of electric current","""electric current, flow of electric charge"""
"489","follow suite","follow suit"
"490","for all intensive purposes","for all intents and purposes"
"491","for along time","for a long time"
"492","for awhile","for a while"
"493","for it's   "," for its"
"494","for quite awhile","for quite a while"
"495","forgone conclusion","foregone conclusion"
"496","formally know as","formerly known as - but only if the change can be verified"
"497","formerly know as","formerly known as"
"498","forth place","fourth place"
"499","free reign","free rein"
"500","freshman are","""freshman is, freshmen are"""
"501","full compliment of","full complement of"
"502","get pass","get past"
"503","get setup","get set up"
"504","get use to","get used to"
"505","getting use to","getting used to"
"506","going threw","going through"
"507","got ran","got run"
"508","got setup","got set up"
"509","got shutdown","got shut down"
"510","got shutout","got shut out"
"511","ground work","groundwork"
"512","guest stared","guest-starred"
"513","had arose","had arisen"
"514","had aroke","had awoken"
"515","had became","had become"
"516","had began","had begun"
"517","had being","had been"
"518","had bore","had borne"
"519","had broke","had broken"
"520","had brung","had brought"
"521","had came","had come"
"522","had chose","had chosen"
"523","had comeback","had come back"
"524","had did","had done"
"525","had drank","had drunk"
"526","had drew","had drawn"
"527","had drove","had driven"
"528","had fell","had fallen"
"529","had flew","had flown"
"530","had forbad","had forbidden"
"531","had forbade","had forbidden"
"532","had gave","had given"
"533","had grew","had grown"
"534","had it's   "," had its"
"535","had lead to","had led to"
"536","had overtook","had overtaken"
"537","had plead","""had pleaded, had pled"""
"538","had ran","had run"
"539","had rang","had rung"
"540","had rode","had ridden"
"541","had rose","had risen"
"542","had sang","had sung"
"543","had saw","had seen"
"544","had set-up","had set up"
"545","had setup","had set up"
"546","had shook","had shaken"
"547","had sowed","had sown"
"548","had spoke","had spoken"
"549","had sprang","had sprung"
"550","had swam","had swum"
"551","had threw","had thrown"
"552","had throve","""had thriven, had thrived"""
"553","had thunk","had thought"
"554","had took","had taken"
"555","had trod","had trodden"
"556","had undertook","had undertaken"
"557","had underwent","had undergone"
"558","had went","had gone"
"559","had woke","had woken"
"560","had wrote","had written"
"561","hand the reigns","hand the reins"
"562","has arose","has arisen"
"563","has became","has become"
"564","has began","""began, has begun"""
"565","has build","has built"
"566","has drank","has drunk"
"567","has it's   "," has its"
"568","has lead to","has led to"
"569","has ran","has run"
"570","had rang","has rung"
"571","has sang","has sung"
"572","has setup","has set up"
"573","has shook","has shaken"
"574","has spoke","has spoken"
"575","has sprang","has sprung"
"576","has swam","has swum"
"577","has threw","has thrown"
"578","has throve","""has thriven, has thrived"""
"579","has thunk","has thought"
"580","has took","has taken"
"581","has trod","has trodden"
"582","has undertook","has undertaken"
"583","has underwent","has undergone"
"584","has was","""he was, was"""
"585","has went","has gone"
"586","has woke","has woken"
"587","has wrote","has written"
"588","have drank","have drunken"
"589","have it's  "," have its"
"590","have lead to","have led to"
"591","have ran","have run"
"592","have sang","have sung"
"593","have setup","have set up"
"594","have sprang","have sprung"
"595","have swam","have swum"
"596","have took","have taken"
"597","have underwent","have undergone"
"598","have went","have gone"
"599","having being","having been"
"600","having ran","having run"
"601","having sang","having sung"
"602","having setup","having set up"
"603","having swam","having swum"
"604","having took","having taken"
"605","having went","having gone"
"606","hay day","heyday"
"607","he begun","he began"
"608","he garnished","he garnered"
"609","he let's   "," he lets"
"610","he plead","""he pleaded, he pled"""
"611","he seen","he saw"
"612","he use to","he used to"
"613","he's drank   "," he's drunk"
"614","head gear","headgear"
"615","head quarters","headquarters"
"616","head stone","headstone"
"617","head wear","headwear"
"618","held the reigns","held the reins"
"619","help and make","help to make"
"620","higher then","higher than"
"621","hit the breaks","hit the brakes"
"622","hold onto","hold on to"
"623","hold the reigns","hold the reins"
"624","holding the reigns","holding the reins"
"625","holds the reigns","holds the reins"
"626","hone in on","home in on"
"627","how ever","however"
"628","imminent domain","eminent domain"
"629","in affect","in effect"
"630","in along time","in a long time"
"631","in anyway","in any way"
"632","in awhile","in a while"
"633","in close proximity to","""close to, in proximity to"""
"634","in edition to","in addition to"
"635","in it's  "," in its"
"636","in January 1","""on January 1, etc."""
"637","in masse","""en masse, in massam"""
"638","in parenthesis","in parentheses"
"639","in placed","in place"
"640","in principal","in principle"
"641","in quite awhile","in quite a while"
"642","in stead of","instead of"
"643","in tact","intact"
"644","in the long-term","in the long term"
"645","in the short-term","in the short term"
"646","in titled","entitled"
"647","in vein","in vain"
"648","incase of","in case of"
"649","inorder to","in order to"
"650","into affect","into effect"
"651","is also know","is also known"
"652","is be ","""is, is to be"""
"653","is been","""has been, is being"""
"654","is comprised from","comprises"
"655","is comprised with","comprises"
"656","is contained of","contains"
"657","is front of","""in front of, is in front of"""
"658","is has","""has, it has"""
"659","is know to be","is known to be"
"660","is lead by","is led by"
"661","is loathe to","is loath to"
"662","is ran by","is run by"
"663","is renown for","is renowned for"
"664","is setup","is set up"
"665","is use to","is used to"
"666","it begun","it began"
"667","it comprises of","it comprises"
"668","it lead to","it led to"
"669","it lied","it lay"
"670","it self","itself"
"671","it setup","it set up"
"672","it use to","it used to"
"673","it's 10th  "," its 10th"
"674","it's 4th   "," its 4th"
"675","it's 5th   "," its 5th"
"676","it's advantage   "," its advantage"
"677","it's aim   "," its aim"
"678","it's annual  "," its annual"
"679","it's best  "," its best"
"680","it's class   "," its class"
"681","it's color   "," its color [Amer]"
"682","it's colour  "," its colour [Brit]"
"683","it's contents  "," its contents"
"684","it's course  "," its course"
"685","it's current   "," its current"
"686","it's debut   "," its debut"
"687","it's doors   "," its doors"
"688","it's eastern   "," its eastern"
"689","it's end   "," its end"
"690","it's entire  "," its entire"
"691","it's final   "," its final"
"692","it's first   "," its first"
"693","it's former  "," its former"
"694","it's fourth  "," its fourth"
"695","it's goal  "," its goal"
"696","it's highest   "," its highest"
"697","it's history   "," its history"
"698","it's home  "," its home"
"699","it's inception   "," its inception"
"700","it's initial   "," its initial"
"701","it's junction  "," its junction"
"702","it's kind  "," its kind"
"703","it's lack  "," its lack"
"704","it's last  "," its last"
"705","it's latest  "," its latest"
"706","it's lead  "," its lead"
"707","it's leader  "," its leader"
"708","it's length  "," its length"
"709","it's lowest  "," its lowest"
"710","it's maximum   "," its maximum"
"711","it's minimum   "," its minimum"
"712","it's money   "," its money"
"713","it's name  "," its name"
"714","it's north   "," its north"
"715","it's northern  "," its northern"
"716","it's original  "," its original"
"717","it's own   "," its own"
"718","it's peak  "," its peak"
"719","it's period  "," its period"
"720","it's previous  "," its previous"
"721","it's price   "," its price"
"722","it's primary   "," its primary"
"723","it's prime   "," its prime"
"724","it's purpose   "," its purpose"
"725","it's release   "," its release"
"726","it's rival   "," its rival"
"727","it's second  "," its second"
"728","it's south   "," its south"
"729","it's southern  "," its southern"
"730","it's successor   "," its successor"
"731","it's tail  "," its tail"
"732","it's target  "," its target"
"733","it's tenth   "," its tenth"
"734","it's theme   "," its theme"
"735","it's third   "," its third"
"736","it's timeslot  "," its timeslot"
"737","it's toll  "," its toll"
"738","it's total   "," its total"
"739","it's type  "," its type"
"740","it's way   "," its way"
"741","it's western   "," its western"
"742","it's worst   "," its worst"
"743","its is","it is"
"744","Jimmy Buffet","Jimmy Buffett"
"745","Jimmy Hendrix","Jimi Hendrix"
"746","jive with","jibe with"
"748","key note","keynote"
"750","lack there of","lack thereof"
"751","laid ahead","lay ahead"
"752","laid dormant","lay dormant"
"753","laid empty","lay empty"
"754","laid fallow","lay fallow"
"755","laid in state","lay in state"
"756","larger that","larger than"
"757","larger then","larger than"
"758","laughing stock","laughingstock"
"759","law suite","lawsuit"
"760","lay around","lie around"
"761","lay low","lie low"
"762","laying around","lying around"
"763","laying awake","lying awake"
"764","laying low","lying low"
"765","lays atop","lies atop"
"766","lays beside","lies beside"
"767","lays in","lies in"
"768","lays low","lies low"
"769","lays near","lies near"
"770","lays on","lies on"
"771","lead by","led by"
"772","lead roll","lead role"
"773","leading roll","leading role"
"774","less dominate","less dominant"
"775","less that","less than"
"776","less then","less than"
"777","lesser then","less than"
"778","life time","lifetime"
"779","lighter then","lighter than"
"780","lions share  "," lion's share"
"781","loose to","lose to"
"782","loosing effort","losing effort"
"783","loosing record","losing record"
"784","loosing season","losing season"
"785","loosing streak","losing streak"
"786","loosing team","losing team"
"787","loosing the","losing the"
"788","loosing to","losing to"
"789","lot's of   "," ""lots of, many, much"""
"790","lower that","lower than"
"791","lower then","lower than"
"792","made it's  "," made its"
"793","mainly know as","mainly known as"
"794","mainly know for","mainly known for"
"795","major roll","major role"
"796","make it's  "," make its"
"797","managerial reigns","managerial reins"
"798","mash potatoes","mashed potatoes"
"799","may been","""may be, may have been"""
"800","maybe be","may be"
"801","MCL ligament","""MCL, medial collateral ligament"""
"802","mean while","meanwhile"
"803","might of","might have"
"804","""Milwaukee, Oregon ""","""Milwaukie, Oregon"""
"805","minor roll","minor role"
"806","more dominate","more dominant"
"807","more often then","more often than [comparative]"
"808","more optimal","better"
"809","more that","more than"
"810","more then","more than [comparative]"
"811","most dominate","most dominant"
"812","most optimal","""best, optimal"""
"813","most populace","most populous"
"814","most well-known","best-known"
"815","mostly know as","mostly known as"
"816","mostly know for","mostly known for"
"817","must of","must have"
"818","mute point","moot point"
"819","nation wide","nationwide"
"820","near by","nearby"
"821","neither criteria","neither criterion"
"822","neither phenomena","neither phenomenon"
"823","Netherland Antilles","Netherlands Antilles"
"824","new comer","newcomer"
"825","next store","next-door"
"826","no where to","nowhere to"
"827","note worthy","noteworthy"
"828","now a days","nowadays"
"829","of been","""have been, of being"""
"830","of it's own  "," of its own"
"831","of who to","of whom to"
"832","oil barron","oil baron"
"833","on going","ongoing"
"834","on it's own  "," on its own"
"835","on-going","ongoing"
"836","one in the same","one and the same"
"837","one criteria","one criterion"
"838","one phenomena","one phenomenon"
"839","originally born in","born in"
"840","originally know as","originally known as"
"841","other then","other than"
"842","out grow","outgrow"
"843","out of sink","out of sync"
"844","out side","outside"
"845","over a 100","""over 100, over a hundred, over one hundred"""
"846","over a 1000","""over 1000, over a thousand, over one thousand"""
"847","over hear","overhear"
"848","over heard","overheard"
"849","over look","overlook"
"850","over looked","overlooked"
"851","over looking","overlooking"
"852","over rated","overrated"
"853","over seas","overseas"
"854","over see","oversee"
"855","over who to","over whom to"
"856","parent's house   "," parents' house"
"857","past away","""passed away, died"""
"858","past down","passed down"
"859","peak his interest","pique his interest"
"860","per say","per se"
"861","Phillips Arena","Philips Arena"
"862","player's union   "," players' union"
"863","playoff birth","playoff berth"
"864","Portland Trailblazers","Portland Trail Blazers"
"865","premier episode","premiere episode"
"866","principle action","principal action"
"867","principle activity","principal activity"
"868","principle actor","principal actor"
"869","principle advantage","principal advantage"
"870","principle advocate","principal advocate"
"871","principle agent","principal agent"
"872","principle aim","principal aim"
"873","principle area","principal area"
"874","principle artist","principal artist"
"875","principle assistant","principal assistant"
"876","principle attraction","principal attraction"
"877","principle author","principal author"
"878","principle branch","principal branch"
"879","principle cast","principal cast"
"880","principle caste","principal caste"
"881","principle cause","principal cause"
"882","principle character","principal character"
"883","principle church","principal church"
"884","principle city","principal city"
"885","principle component","principal component"
"886","principle composer","principal composer"
"887","principle goal","principal goal"
"888","principle group","principal group"
"889","principle method","principal method"
"890","principle office","principal office"
"891","principle officer","principal officer"
"892","principle owner","principal owner"
"893","principle photography","principal photography"
"894","principle source","principal source"
"895","principle student","principal student"
"896","principle town","principal town"
"897","put fourth","put forth"
"898","rather then","rather than"
"899","reek havoc","wreak havoc"
"900","reign in","rein in"
"901","reigned in","reined in"
"902","reigns of power","reins of power"
"903","reticence to","reluctance to"
"904","reticent to","reluctant to"
"905","role call","roll call"
"906","roll player","role player"
"907","runner up","runner-up"
"909","saddle up to","sidle up to"
"910","Second Word War","Second World War"
"911","set backs","setbacks"
"912","she begun","she began"
"913","she let's  "," she lets"
"914","she seen","she saw"
"915","she weighted","""she waited, she weighed"""
"916","short coming","shortcoming"
"917","shorter then","shorter than"
"918","shortly there after","shortly thereafter"
"919","should backup","should back up"
"920","should been","""should be, should have been"""
"921","should not of","should not have"
"922","should of","should have"
"923","should've went   "," should have gone"
"924","side affect","side effect"
"925","side kick","sidekick [person]"
"926","simply know as","simply known as"
"927","since it's   "," since its"
"928","since many years","for many years"
"929","since years","for years"
"930","single handily","single-handedly"
"931","site lines","sight lines"
"932","slight of hand","sleight of hand"
"933","slue of","slew of"
"934","smaller then","smaller than"
"935","smarter then","smarter than"
"936","sneak peak","sneak peek"
"937","some how","somehow"
"938","some one","someone"
"939","some what","somewhat"
"940","some where","somewhere"
"941","sometimes know as","sometimes known as"
"942","soon there after","soon thereafter"
"943","sooner then","sooner than"
"944","sophomore album","second album"
"945","sophomore single","second single"
"946","spilt among","split among"
"947","spilt between","split between"
"948","spilt into","split into"
"949","spilt up","split up"
"950","spinal chord","spinal cord"
"951","spitting image","spit and image"
"952","split in to","split into"
"953","sq ft","ft"
"954","sq in","in"
"955","sq km","km"
"956","sq mi","mi"
"957","squared feet","square feet"
"958","squared inches","square inches"
"959","squared kilometers","square kilometers"
